Market Prices,Demand Trends,Supply Demand Balance,Economic Indicators,Production Costs,Export Import Data,Consumer Preferences
55.33253688880515,3.4213010303015277,-0.37640823601179485,1.6262219968847158,20.36234528977863,-379.2383480403771,Vegetarian
71.80374727086952,1.423039068641608,0.392686977630919,1.0961893307945552,46.49992515648434,-253.93027223850504,Vegetarian
60.67357423109274,3.702450708400715,-0.2444963214150382,-0.6674193918854323,5.430939045952931,49.9408845085286,Vegan
54.94343511669279,4.814723871075447,-0.6407926448807304,-1.675594440048013,47.29242590721444,501.19004585797506,Vegan
42.941825134551564,1.3188904032477946,-0.9506425432173375,-0.37103531434477066,43.53968226205829,-332.9850684174494,Vegan
64.94351719359895,2.923170938647401,-0.8655007370735028,-1.071063431316229,22.981038646923814,848.3175332415271,Vegan
44.321133915006556,3.0010054632320116,0.3587855469971346,-1.470049460968068,16.671693647528873,724.6370936718047,Vegetarian
89.2855270774259,2.90403433837528,-0.09260631088790938,-1.786291272852699,12.020834399313314,-902.6194080489429,Meat
96.4026132896019,1.19309999993903,0.0731584222174444,0.9023774568423151,30.91600297060528,-492.7149514863545,Vegetarian
38.96071036375199,4.768470156433226,0.7933425860806842,-1.9542901654998759,2.1371922780375283,-107.72897468159613,Vegetarian
79.3807787701838,2.2909143552263744,0.9806778947934087,1.082322994011105,1.2725001901179966,-790.7442225150519,Meat
53.360597055537546,4.247402495108527,-0.5662060312030521,-1.4122134183984998,21.725388263662772,-303.0480219330059,Meat
57.2364115482993,3.5274484490557714,0.3261564062002016,-1.681911669652977,3.86966666174865,480.1950512353651,Pescatarian
92.63406719097344,1.557441059190155,-0.4733552465256987,-1.6415878630455785,12.971078918181599,361.0289622856517,Pescatarian
8.032569761590807,4.087609316542139,-0.9586980010685426,0.6881912294156578,11.44746530963115,244.76885713200977,Vegetarian
9.62580067045253,2.042878130150225,0.5167573076722829,-1.018531160588621,13.03296408928117,421.05680544469124,Vegetarian
3.001621346592246,4.417405665844692,-0.3599656983550643,-0.3178421332796062,6.987233945155259,-590.1526260805965,Meat
83.42936470924586,2.9482370759157077,-0.23307221165620406,0.2294751652956677,1.0957930334338863,-316.60377027053573,Meat
78.03751834403519,4.420503273088778,0.17663422710721144,1.442204695315175,6.2164727083680305,352.4849645549257,Pescatarian
87.1312026764351,3.493404791381053,0.6620969104723808,0.9081770508453131,31.11477284588102,758.4695260626543,Pescatarian
97.88321588104364,3.6537459711162388,0.25796368718229745,-0.9186883790451414,48.72568253449349,87.35610765619049,Meat
80.11669785745563,2.5564894714408415,0.7453013108947906,-1.4740688028354896,49.52207757726425,-434.60069810892674,Vegetarian
46.686456863040256,4.784809810143797,-0.45291593036872846,-1.7785027183152082,20.74817772096655,-939.5294839880348,Vegan
78.2723884523591,3.2555519762252234,0.5960936678251274,-0.7936054620762301,8.566244089306966,420.6736579484268,Meat
12.709168161024389,2.1768897379350807,-0.6287281113880956,-0.951527403041287,32.1187069896432,-984.2317929831192,Vegan
64.35218111142485,3.0713267492268295,0.9055833139438891,-0.1754377327980814,24.770114654162487,-254.6418603580089,Vegan
15.191975453495594,0.19404667171573428,0.3749765527756306,0.7331253421907218,49.47578397557936,61.07442912556371,Vegetarian
94.5222227879088,1.577716601705292,-0.5689846457728831,0.7825017825554288,3.73255825401312,844.2229235343862,Vegetarian
52.662983853257096,3.334850333714157,0.8947411809778485,-0.8659246136713334,39.27010469653375,-821.0109099341998,Vegan
42.051532059061834,1.521380275331176,0.46171161354031565,-0.48029217639951804,14.775725617908948,-188.1153560634325,Pescatarian
27.19100559835807,3.1282756020943236,-0.49211671480994834,-1.2753961530523878,12.450221693790413,-951.3736005796844,Vegetarian
77.64913525398745,2.2009666346342542,-0.573376045265036,1.1541820492260748,33.29397629086746,-314.77803131681935,Pescatarian
46.1588828894383,0.7638229146900062,0.036401427861326496,-1.7726076942670388,12.680127657052742,244.4621176795897,Meat
57.274960937996205,1.561583397184551,-0.9486745638909369,0.7879889668999494,33.46002631917979,-441.86410354280326,Meat
2.860190243199159,2.892828062436198,-0.5850598491177812,1.1147815837644135,26.106771601513294,-580.5001006887298,Vegan
62.145914210511826,2.9952765301160493,-0.1506290624969875,1.1096302473950126,21.49240492757454,-768.5935333458127,Vegan
61.59747654951972,2.9141937193629364,-0.2516600393315489,-0.9623097426185803,27.95704652874024,154.28048804068362,Meat
62.076465690600934,3.300684017299955,-0.07284915127037861,-0.5047474482697543,14.709050236021673,390.5400118093721,Meat
94.43105977294779,3.295306023008276,-0.4447425874105362,0.3503985407855561,35.475447960512454,343.9142811916447,Vegan
68.50020961124486,2.2139503336264728,0.17356869291633759,-0.9087123903021319,21.035415032011418,897.7220414410147,Meat
36.591282156804816,4.493078319670209,0.7277112118464628,-0.5165888031284451,18.347005244051665,-994.5935722129946,Vegetarian
44.2661634261348,1.9010531632346932,-0.7649362880759338,-1.2117828792574414,41.51851727050902,294.393307788072,Vegetarian
70.06548839679922,2.2357381338015716,0.03475821430822834,-0.16057646497597045,46.28586214168301,200.78447419527902,Pescatarian
6.9623216912977135,4.470424439576793,-0.7358637873096934,-1.8215507949835437,2.777361888921198,177.4792199405763,Pescatarian
67.0099048291211,4.05035054632582,0.4337193623851874,1.199183538282472,12.015036145073394,925.5406396804849,Vegan
67.39314909219779,3.5490540593477955,-0.2078805943854125,-1.692174212053469,17.75170878988188,-966.2566532599207,Vegetarian
21.82787354631025,0.5911117478302755,0.13084262371701794,0.07534059532610415,40.840840728827246,392.96486140290017,Vegan
13.763703467830478,4.6054648073489,-0.6334403275718428,-0.7727596018192155,49.28182566834323,627.3572994037268,Pescatarian
32.22740674149421,3.599782367790646,-0.7103044813132455,0.3101717953255019,48.464099381182415,19.61439324316825,Vegetarian
37.00736632331964,4.994350332182546,-0.02388743870209087,1.8377333633337005,45.29494310472138,-332.0702608063817,Vegetarian
57.449480271370085,0.8322966928241694,-0.28877452430008876,0.5822809778240154,15.17953512066948,581.6803264548098,Pescatarian
44.42154983276971,4.35381768110425,0.8808638905056261,-1.8585502569780363,49.604556549016465,-805.5141487351507,Vegan
98.8490099678634,0.8962153799142367,0.5306505076139305,-0.2783902419677551,12.846292032294334,-115.92872454014946,Pescatarian
11.102436264054779,3.1162418649908368,0.4973272397010946,0.0400674092730009,5.7423546666704945,39.90474914167635,Pescatarian
21.678798853388635,0.7067179159622634,0.8074394794918669,0.14470997881380798,47.572154247242004,387.91282186909507,Meat
16.969642270614628,4.255240323678948,-0.8331551291159629,0.7255700424153515,12.054302645670766,-818.2285359351811,Vegan
65.65772422107445,4.055862897752553,0.10438493984481312,-0.8896156090729357,34.64352912134865,-544.4809969242781,Vegan
26.07586865143843,2.8885936192115076,0.16895213791153774,-1.4845577381347193,3.3886397695391386,-179.3968746197487,Meat
47.16476651277432,2.0951981564073985,0.923872757094458,-0.4292972938116226,36.67010040681007,246.58934604026126,Vegetarian
25.19813360815867,0.43891827773017644,-0.4157049464149023,1.8256228911837953,44.14515051052506,773.9215624348351,Pescatarian
16.737988780906452,3.517400988408362,-0.5183424401691064,-1.251476432996621,13.985626325565145,237.65233648275307,Pescatarian
11.927138975266208,2.3223591451225376,-0.7994121154690044,1.615935819712948,19.263316355832714,-733.0770581301311,Vegan
65.97662935706207,3.638072437404705,-0.9671407408170516,0.1752238003093054,19.027661074385346,961.1602655745648,Vegan
14.680112183512767,4.345273397050283,0.8590586335843811,-0.17235431341693674,37.56501874823659,743.5714695109859,Vegan
20.461653806325295,4.88005537451414,0.3398330931818201,1.5281656409195583,12.271458505682423,5.441522290648095,Vegetarian
37.50379189543545,4.293436377723794,0.5703058240462755,-0.16558415292565654,9.006728402858329,844.695963593266,Vegetarian
82.27832975494557,0.15739901250650967,-0.43653978849210184,0.8966705464461731,22.739936610043035,82.76158751427147,Pescatarian
10.613026303513065,1.8638925159439832,0.17282033237265337,-0.40389871318759196,15.571186165177316,846.6121357783263,Meat
83.95654584238159,3.676953755877885,-0.8720894677580378,1.616177571603831,42.03986155180329,659.7947372066862,Vegan
10.513742381502343,0.9409854185810586,-0.028744808130754196,0.7601000807649094,12.268220387774118,936.5728205885946,Meat
97.66948703632617,2.6530793704002336,0.9549902794888936,0.7984882170020668,25.368278145718442,839.5656215563167,Pescatarian
47.39646896312246,0.36625614286234276,0.7530104906331816,-0.6891183937715244,47.157888185047554,-927.932365142861,Pescatarian
97.69934773084337,1.0799829719923604,-0.32368209632630873,1.0271145709475569,31.882886038360706,-650.4559916781201,Meat
60.87970645475955,0.19075679285700847,0.923140309082997,0.5442442217885652,43.43082557039201,-221.73064579762843,Vegan
74.18709436043187,3.9891187464513616,-0.536596747057591,-1.0399189064811618,47.040379623060986,904.2853945908416,Pescatarian
4.879591433177747,1.1972309714958629,0.8986376448313629,-1.3578447100589743,37.662860663374424,-399.94216104814086,Pescatarian
28.99788929506455,1.7922232354148235,0.8827554094129972,1.1855658980693269,35.12896548112519,-679.0647122247979,Vegan
12.899459560103722,4.647598337981395,0.5984051747047834,1.83666641214089,48.41429554690924,772.6093321731198,Pescatarian
30.317879554692347,3.5516305694253107,0.26089587373358225,-0.1674446909598286,49.72283908756013,-107.21116903359416,Pescatarian
12.754044176470162,0.2560107547034085,0.748575933249894,0.36393666129473967,22.865173292153102,815.7511887086521,Meat
32.48033476000363,0.9070013668397725,-0.4139594309844066,1.4308905767742184,4.008054020118314,-679.5390673597135,Vegetarian
42.01203645695233,3.1452441673488414,0.6978871106258364,-0.17110618658457177,14.993304556305683,322.23502301619897,Pescatarian
7.350602138529652,2.9284200841604213,0.23575338383504763,1.8074979073309447,8.041557931542659,-119.47249434101639,Pescatarian
69.55473981763197,1.2656748247350924,-0.973526284482201,0.3030046481794897,21.165575552402583,-847.0264619394292,Meat
57.09354396645094,4.677648589831489,-0.30553296413556086,1.2830684828052599,6.998821759426173,392.9262893050011,Vegetarian
27.273559603005097,3.1084331842328905,-0.7037182781036699,1.6353748736509535,30.40383129903366,-505.20248892169263,Vegetarian
52.80155729320327,2.724600734822296,0.9636587796365064,1.2620952750742753,19.448998928313777,-920.7689548409645,Meat
10.300110565085726,2.990558884137398,-0.043259385920023874,-1.3623421462041763,44.82160127226639,-880.1114035008535,Pescatarian
58.018703060061746,3.6775979446321716,-0.005217269002674607,0.5155937562468016,48.40583625402584,-877.8429258664253,Vegan
93.00032356004519,1.6285304778500493,0.2789450327974472,-0.4062629655212917,27.570802632636397,815.465914970079,Meat
32.53832629268104,2.0512832048588505,-0.26283078774076496,-1.7491481919066172,14.103766708446031,479.7678356582021,Meat
67.0736276164045,1.1282343699780988,-0.7261994566288021,-0.3038709924406322,29.81540572871092,796.12471442747,Vegetarian
14.047988378034825,1.0123457288136473,0.644235466388491,-0.9652637324423692,44.889677332108285,345.1646225930426,Meat
71.91639320773798,4.727424710921275,-0.6203041761944841,1.3961532337140432,20.63330061886954,57.8798580617663,Vegan
29.65120320177291,3.7237988957415094,0.02263796509291205,-1.8667814938132152,27.827874696252557,-391.10727130524344,Meat
19.135944838704567,2.503248162226079,-0.5513659420505215,1.8359308874538942,13.94681199650422,995.9245026573469,Meat
59.06478054619823,1.214331677069284,-0.8043110310119319,-0.5785246061122815,23.044485397776334,-275.62188212122135,Vegetarian
2.9906470725618615,1.3463467606749255,0.7243830348433666,-0.5731724383898285,20.384820001290134,-58.702101572180936,Vegan
83.06506289251895,0.3843428855869906,0.9458389780462606,-1.9346859892651684,12.796466521607066,-243.50965015307645,Vegan
1.4648521430621595,2.228641465234792,0.9216693161260003,-1.2590706990552643,25.540385999352765,959.0538586709172,Pescatarian
